studentid,sex,age,bis1,bis2,bis3,bis4,bis5,bis6,bis7,bas1,bas2,bas3,bas4,bas5,bas6,bas7,bas8,bas9,bas10,bas11,bas12,bas13,a01_t1,a02_t1,a03_t1,a04_t1,a05_t1,a06_t1,a07_t1,a08_t1,a09_t1,a10_t1,a11_t1,a12_t1,a13_t1,a14_t1,a15_t1,a16_t1,a17_t1,a18_t1,a19_t1,a20_t1,d01_t1,d02_t1,d03_t1,d04_t1,d05_t1,d06_t1,d07_t1,d08_t1,d09_t1,d10_t1,d11_t1,d12_t1,d13_t1,d14_t1,d15_t1,d16_t1,d17_t1,d18_t1,d19_t1,d20_t1,a01_t2,a02_t2,a03_t2,a04_t2,a05_t2,a06_t2,a07_t2,a08_t2,a09_t2,a10_t2,a11_t2,a12_t2,a13_t2,a14_t2,a15_t2,a16_t2,a17_t2,a18_t2,a19_t2,a20_t2,d01_t2,d02_t2,d03_t2,d04_t2,d05_t2,d06_t2,d07_t2,d08_t2,d09_t2,d10_t2,d11_t2,d12_t2,d13_t2,d14_t2,d15_t2,d16_t2,d17_t2,d18_t2,d19_t2,d20_t2
215,1,19,2,3,3,2,2,2,1,3,4,3,4,4,2,4,3,4,3,2,4,4,3,4,3,4,3,4,1,1,1,4,4,3,1,4,4,1,1,3,2,4,2,3,1,3,2,4,2,1,2,2,4,3,1,3,1,3,4,4,1,4,2,2,2,2,2,4,1,1,1,2,2,1,1,4,4,1,1,2,1,2,2,4,1,3,2,4,1,1,1,3,4,2,1,3,1,4,4,4,1,4
216,0,18,3,3,3,2,3,2,4,3,3,2,3,1,3,2,2,3,3,3,3,3,2,2,2,2,2,3,1,2,2,3,2,1,1,4,3,1,1,3,1,3,2,4,1,1,1,4,1,1,1,2,2,2,2,3,1,4,4,4,1,4,2,2,1,2,2,4,1,2,2,2,2,2,1,4,3,1,1,2,2,2,3,3,1,1,1,3,1,2,2,2,2,2,1,3,2,4,3,4,1,4
217,1,18,3,3,3,4,4,1,1,2,3,2,2,2,2,2,2,2,2,3,2,3,2,3,2,4,4,3,3,3,2,4,3,4,2,3,3,2,4,3,4,3,3,3,2,3,1,2,1,1,1,3,3,2,3,3,3,4,3,3,2,3,1,1,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,1,1,3,3,2,3,3,1,3,3,2,2,2
218,0,18,3,3,3,3,4,3,2,2,4,3,4,3,4,4,3,3,2,2,2,4,2,2,1,1,2,3,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,4,2,1,1,NA,1,2,1,3,3,1,1,3,1,4,4,1,1,3,3,4,1,2,4,4,3,3,1,4,4,2,1,4,4,1,3,4,3,NA,2,4,3,2,1,2,1,2,1,3,4,3,2,3,3,4,3,3,1,3
219,1,19,2,3,3,3,4,1,3,3,4,3,3,3,3,2,2,3,3,4,3,2,4,4,2,3,4,4,2,3,2,4,4,4,1,4,4,2,2,3,3,4,4,2,3,3,1,1,1,1,1,2,4,4,2,4,4,4,4,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,1,NA,4,4,4,4,4,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,4,1,4,4,2,1,1,4,4,1,4,4,1,2,1,2,4,4,4,4,1,4,1,4,1,4,4,4,4,1,4,4,1,4,4,4,1,4,4,3,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,1,1,1,3,1,1,4,4,1,4,4,4,3,3,4,4,4
223,0,18,4,3,3,1,2,4,1,4,4,4,4,4,3,4,3,3,1,4,4,4,1,1,1,1,4,3,1,1,1,3,3,1,1,4,4,1,1,3,1,3,2,3,2,1,1,3,1,4,1,2,3,3,1,3,1,4,3,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,1,18,2,4,3,4,3,2,2,2,4,4,4,2,4,2,2,3,3,2,4,4,1,1,1,3,4,1,1,1,1,2,4,1,1,4,3,1,1,3,1,4,3,4,1,2,1,1,1,1,1,2,4,1,1,4,3,2,2,4,1,4,1,1,1,1,4,3,1,1,1,2,4,1,1,4,4,1,1,2,1,3,3,4,1,2,1,1,1,1,1,3,2,2,1,3,3,2,2,3,1,3
225,0,18,2,4,4,3,3,3,3,4,4,4,4,4,4,4,4,3,3,2,4,4,4,3,1,1,4,3,2,3,2,3,2,2,2,2,2,1,4,3,2,2,2,2,3,1,1,2,1,1,1,2,2,1,2,2,3,3,1,1,1,2,3,3,3,2,2,3,3,3,2,3,3,3,1,3,3,2,2,3,3,3,3,2,3,2,2,3,1,1,1,2,3,2,2,3,2,3,2,3,2,2
226,0,19,2,4,4,3,4,2,3,2,3,2,3,2,3,2,2,4,3,4,4,3,3,3,3,3,3,4,1,1,1,3,3,3,1,3,3,1,1,3,1,3,2,3,2,1,1,2,1,2,1,2,3,3,2,4,2,3,3,3,1,3,2,2,1,1,2,4,1,1,1,2,2,1,1,4,3,1,1,2,1,3,2,3,2,1,1,2,1,3,2,3,2,2,3,3,2,3,3,4,1,3
227,1,19,2,3,3,3,3,2,3,2,4,3,3,2,4,2,3,4,3,4,2,3,2,4,2,4,3,4,3,2,2,4,1,2,2,4,3,1,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,2,3,4,3,2,4,4,3,2,3,3,2,3,3,3,4,2,4,3,2,1,2,2,1,3,3,3,3,3,4,3,3,3,4,2,4
228,1,NA,1,4,4,4,4,1,4,2,4,4,4,2,4,2,1,4,2,4,3,4,3,3,3,4,3,4,1,1,3,2,4,1,3,3,3,3,4,3,3,3,3,3,1,4,2,2,3,3,NA,2,3,2,1,4,4,2,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,1,20,2,4,4,4,4,2,4,4,4,3,4,4,3,4,4,4,3,4,3,4,3,1,2,1,2,3,1,1,1,1,1,1,1,4,3,1,2,2,1,3,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,3,1,1,4,3,1,1,1,1,3,2,4,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,2
230,1,18,3,3,3,2,4,4,3,4,4,4,4,3,2,2,3,3,3,4,4,1,2,1,1,1,3,1,1,1,1,2,1,1,1,3,3,1,1,1,1,2,2,4,1,2,1,1,4,1,1,2,3,2,1,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,1,19,2,4,2,2,NA,3,2,4,4,4,4,4,4,4,3,4,4,3,4,4,2,2,1,1,2,2,1,2,1,2,2,1,1,3,3,1,1,3,1,2,1,4,1,1,1,1,1,1,1,2,3,2,1,1,2,3,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,1,19,3,3,3,2,2,2,2,4,4,4,4,3,3,3,4,4,4,3,3,4,2,3,2,4,3,3,1,1,1,3,3,2,1,4,3,1,2,2,2,2,3,4,2,1,1,1,3,2,3,3,2,2,2,1,2,4,3,3,1,4,2,3,3,4,1,2,2,1,1,2,2,2,2,3,2,4,3,3,2,4,4,4,1,1,2,1,1,1,2,3,3,3,3,2,3,3,4,3,2,4
233,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3,1,1,1,1,3,3,1,4,3,1,1,1,2,3,2,4,1,3,2,2,3,1,1,2,2,1,1,3,2,4,3,4,1,3
234,0,NA,3,2,2,2,3,2,2,3,4,4,2,2,2,3,2,3,3,3,4,2,1,3,1,1,3,3,1,1,1,3,3,2,1,4,3,1,1,3,1,3,3,4,3,3,1,2,1,4,2,4,3,1,1,1,3,1,1,3,1,2,1,2,1,1,3,NA,3,3,1,3,3,1,1,4,4,1,1,3,1,3,3,4,2,4,1,2,1,3,3,4,3,2,1,2,3,1,2,3,1,3
235,1,20,2,4,4,4,4,1,4,3,4,3,4,3,2,3,4,4,4,2,3,4,3,3,2,3,3,4,2,2,2,3,4,3,1,4,4,1,2,3,2,4,2,4,2,4,2,1,3,2,1,2,3,3,2,3,2,3,4,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,1,19,1,4,4,4,4,1,4,3,3,4,4,3,3,3,4,2,3,4,3,4,4,4,2,2,4,3,2,2,2,4,4,2,1,4,3,2,2,3,2,4,2,4,2,3,3,1,1,1,2,3,4,2,2,3,3,4,4,2,1,3,3,3,1,2,3,4,2,2,2,3,4,1,1,4,4,1,2,3,2,3,2,4,2,2,2,1,1,3,2,3,4,2,1,4,3,4,4,3,1,4
237,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,3,2,1,1,1,2,2,2,1,3,3,1,1,2,1,2,1,4,1,4,1,1,1,1,1,1,2,2,1,1,1,3,1,1,1,1
238,1,19,3,3,3,3,3,2,3,4,4,3,4,4,3,3,3,3,4,3,3,3,3,3,3,1,3,4,2,2,1,3,3,2,1,3,3,1,1,3,2,3,2,4,1,4,3,1,2,2,2,2,3,3,3,4,2,3,4,3,1,3,3,3,1,1,2,3,1,2,1,3,3,1,1,3,3,1,1,3,1,3,2,4,2,2,3,1,2,2,2,4,3,2,2,4,2,3,4,3,1,3
239,1,18,2,3,3,3,3,2,3,2,3,3,3,1,3,2,2,3,2,4,1,2,2,2,3,2,3,3,3,3,2,3,3,2,1,4,4,1,1,4,2,4,3,3,2,3,2,3,1,1,1,3,3,3,2,3,3,3,4,4,2,4,2,3,2,2,2,3,2,3,2,3,3,3,2,3,3,2,3,2,2,3,3,4,3,3,2,2,3,2,2,4,3,3,3,4,2,3,3,3,3,3
240,1,19,1,3,4,4,4,1,4,3,4,3,4,3,4,2,3,4,3,4,4,2,3,3,2,3,4,4,2,1,2,4,3,3,1,3,2,2,4,3,2,3,3,4,4,3,3,2,4,2,3,4,2,2,3,2,3,3,2,3,2,3,3,2,1,4,4,4,4,3,4,4,3,3,2,4,3,1,4,4,4,3,3,4,2,2,2,3,2,2,2,3,4,3,3,4,3,4,4,3,1,3
241,1,19,3,2,3,4,3,3,3,3,3,3,3,3,2,3,3,3,4,3,3,3,2,2,2,2,3,2,2,2,2,2,2,3,1,4,3,1,1,2,1,2,1,2,1,2,1,1,2,1,3,2,2,2,1,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,1,18,1,4,4,4,4,1,4,2,4,4,3,2,3,2,2,3,4,4,4,3,1,4,1,1,4,4,1,1,1,4,4,3,1,4,4,1,1,4,1,4,4,3,4,4,1,1,1,1,1,4,1,1,3,4,1,4,3,4,4,4,4,4,4,1,4,4,1,1,4,4,4,3,1,4,4,2,4,4,4,4,4,4,3,4,2,1,1,1,2,3,1,1,3,3,1,4,4,3,4,4
243,1,18,2,3,4,4,4,1,4,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,1,2,3,3,2,2,1,2,3,3,1,3,3,1,2,2,2,3,2,4,1,3,2,2,1,1,1,3,3,3,2,3,2,3,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,1,18,2,3,3,3,4,2,4,3,3,2,3,3,3,3,3,3,3,2,3,3,2,2,1,2,2,4,1,1,1,2,3,2,1,4,4,1,1,2,1,3,3,4,1,1,1,1,1,1,1,2,3,2,1,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,1,19,1,4,4,4,4,1,4,3,4,2,4,4,4,2,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,3,1,1,2,1,3,4,4,4,4,4,4,4,3,4,1,4
246,1,19,1,4,3,3,4,2,4,3,3,3,4,3,2,2,3,2,3,2,2,3,3,4,3,1,3,3,3,1,2,2,2,4,1,3,3,3,4,3,4,3,2,4,1,1,2,3,2,1,1,3,3,3,1,2,2,4,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,0,NA,3,2,2,2,2,3,2,3,3,3,3,3,2,2,3,3,3,2,2,3,1,2,1,1,3,3,1,2,1,3,3,2,1,4,4,1,1,3,1,3,2,4,2,1,1,3,1,1,1,2,3,2,1,2,2,2,2,3,1,3,2,3,1,2,3,3,1,1,1,3,3,2,1,4,3,1,2,3,1,3,2,4,2,1,2,3,1,1,1,3,2,2,1,3,1,3,3,3,1,3
248,1,19,1,4,4,4,4,1,4,4,4,3,4,4,4,4,4,3,4,3,4,1,1,3,2,3,3,3,2,2,1,1,2,2,1,4,2,1,1,1,1,2,1,4,1,3,1,1,1,1,1,4,1,1,1,1,4,4,2,1,1,1,3,3,4,1,3,2,4,2,3,3,1,3,1,2,2,2,3,3,3,3,1,4,1,3,1,2,1,1,1,3,2,2,2,2,2,2,3,1,2,1
249,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,1,NA,1,3,3,3,4,1,4,3,4,4,4,2,4,3,4,2,4,4,3,4,3,3,3,2,4,3,2,2,2,4,4,3,1,3,3,1,2,4,3,4,3,4,1,3,1,1,2,1,1,4,4,3,2,2,3,3,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,0,18,1,4,4,4,4,1,4,4,4,4,4,4,4,4,4,1,4,2,4,4,3,3,1,1,3,3,2,2,1,2,3,3,1,4,3,2,2,4,3,3,3,4,3,1,1,3,1,1,1,4,4,3,2,3,3,4,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,1,NA,2,3,4,3,4,2,4,3,4,3,3,3,3,3,3,1,2,1,2,3,1,1,1,1,1,3,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,4,1,1,1,1,2,1,1,3,3,1,1,2,1,3,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,1,18,3,4,3,2,3,2,3,4,4,3,4,3,2,3,2,2,3,2,4,3,1,1,1,1,3,2,1,1,1,1,1,2,1,3,3,1,1,1,1,3,2,4,1,1,1,1,1,1,1,4,2,2,1,2,3,1,2,1,1,2,1,3,1,2,3,1,3,2,1,2,2,1,2,2,2,1,1,3,2,2,2,4,1,1,1,1,3,1,1,2,1,2,3,1,2,2,2,2,1,3
254,1,20,2,2,2,2,2,3,1,4,4,4,4,4,3,4,4,3,3,3,4,4,2,2,1,2,3,2,1,1,1,2,2,4,1,2,3,1,1,2,2,2,3,3,2,1,1,1,2,1,2,2,3,2,2,1,2,2,1,3,1,4,2,3,3,3,2,1,2,2,2,2,2,3,2,3,2,2,3,3,2,3,2,2,2,3,2,2,3,1,1,3,2,2,1,1,2,2,2,3,1,3
255,1,18,4,3,3,2,2,3,1,2,4,3,3,2,3,2,3,3,4,3,3,3,2,2,1,1,2,3,1,1,1,1,2,1,1,4,3,1,1,2,1,2,1,4,1,3,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,1,NA,3,3,2,2,3,3,2,3,4,4,4,3,3,4,4,3,2,4,4,4,2,2,1,4,3,3,1,3,1,2,3,2,1,3,3,1,1,3,1,4,1,3,3,1,1,1,4,1,1,1,3,3,2,1,2,2,1,2,1,3,1,2,1,4,3,1,2,1,1,2,4,2,1,3,2,1,1,3,3,3,2,4,1,1,2,1,4,1,1,2,2,2,2,1,2,2,2,2,1,3
257,0,19,4,4,4,2,3,4,2,3,4,4,4,1,3,4,4,3,3,4,3,2,1,1,1,2,2,2,1,1,1,3,2,3,1,3,3,1,2,2,2,1,2,3,2,1,1,1,2,2,2,2,1,1,2,1,2,1,3,1,1,1,2,3,1,2,3,3,2,2,1,2,3,3,2,3,3,2,2,3,2,3,3,3,3,2,2,2,1,1,2,4,3,3,3,3,3,3,3,1,2,3
258,1,NA,1,3,2,1,1,3,3,1,2,2,3,4,1,2,2,3,3,3,3,4,1,1,4,1,4,2,1,4,3,1,4,3,2,2,3,3,3,1,3,3,2,3,1,4,1,1,1,4,3,4,3,3,1,4,2,3,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,1,19,1,4,3,3,4,1,3,4,4,4,4,4,3,4,3,3,4,4,4,4,3,3,3,3,3,3,4,4,4,4,3,3,2,3,2,2,1,3,4,3,4,4,1,2,3,1,4,2,3,3,3,3,2,3,4,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,1,18,3,3,3,3,3,2,3,3,4,4,4,4,3,4,3,3,3,4,4,3,3,3,1,2,3,3,1,1,1,2,2,1,1,4,3,1,1,3,1,3,1,4,1,4,1,1,1,1,1,4,1,1,2,1,1,4,3,2,1,1,3,3,1,1,3,3,1,1,1,2,3,3,1,4,4,1,2,3,2,3,1,4,2,4,1,3,1,1,1,3,3,3,2,1,1,4,2,2,1,4
261,1,20,2,2,3,3,2,3,1,3,4,3,3,3,4,2,3,2,4,3,1,2,1,1,2,3,2,3,1,1,1,1,1,2,1,3,3,1,1,2,2,2,3,4,2,1,1,1,1,1,1,2,2,2,1,3,1,4,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,1,18,2,4,4,3,2,2,2,4,4,4,4,4,3,4,4,3,4,2,4,3,2,2,1,4,3,3,1,2,2,3,4,2,1,3,3,1,1,2,1,3,2,4,3,4,3,2,1,1,1,4,3,3,1,1,2,3,3,3,1,3,2,3,1,2,2,3,1,1,1,1,3,2,2,1,1,1,1,1,1,1,2,4,4,4,2,1,1,1,1,4,4,3,2,2,1,3,3,2,1,3
263,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,2,3,1,1,1,1,3,1,1,2,2,1,1,2,1,3,2,3,3,2,1,1,3,2,1,3,3,3,1,1,1,2,2,2,2,3
264,1,18,1,4,4,4,4,3,4,3,4,3,4,3,3,3,3,4,4,2,4,4,2,2,1,3,2,3,2,2,1,2,2,1,1,3,3,1,2,2,1,2,2,4,1,1,4,3,3,1,1,2,3,3,1,2,2,4,4,2,1,2,3,3,1,2,3,3,2,2,1,2,3,3,2,3,3,1,1,3,2,3,2,4,1,1,1,2,3,2,1,3,4,4,3,1,3,4,4,3,1,4
265,1,NA,2,4,3,1,3,4,4,3,4,3,4,3,4,2,3,4,3,1,4,4,2,1,1,1,3,2,1,1,1,1,2,1,1,4,2,1,2,1,1,2,1,4,1,1,1,1,4,1,3,1,3,3,3,2,3,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,1,18,2,2,2,1,3,4,4,4,4,4,3,3,4,4,3,4,4,4,3,4,2,4,1,3,1,2,2,3,2,2,3,2,1,3,2,1,4,3,3,1,3,3,1,2,1,1,1,1,1,2,2,3,1,1,2,2,1,1,1,1,1,1,1,3,1,2,1,1,1,2,2,2,1,3,3,2,1,3,1,2,2,3,1,2,2,1,1,1,1,4,3,3,1,1,1,2,1,1,1,2
267,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,1,19,2,4,4,4,4,2,3,2,3,2,3,2,3,2,3,3,3,3,3,3,2,3,2,2,3,3,1,1,2,3,3,3,1,3,3,1,2,3,2,3,3,4,1,2,3,1,1,1,1,2,3,3,2,3,1,4,3,3,1,4,3,3,2,2,3,3,2,2,2,3,2,3,2,3,3,2,2,3,2,3,3,3,1,2,2,1,1,1,2,4,4,3,2,2,2,4,3,4,1,4
269,1,19,3,1,1,2,2,3,2,4,4,4,4,4,4,3,3,3,3,3,3,3,1,2,2,3,3,2,4,4,2,3,4,1,1,4,4,1,1,2,1,3,1,3,3,2,2,2,1,1,3,3,2,2,3,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,1,18,3,3,3,2,2,2,3,3,4,4,4,3,3,4,2,3,3,3,3,3,2,2,2,2,2,2,1,1,2,2,2,2,2,3,2,1,2,2,2,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,3,1,2,1,2,1,2,1,1,3,2,1,1,1,2,2,2,1,3,3,1,2,2,2,2,1,2,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,1,2
271,1,20,2,4,4,1,4,2,4,1,4,3,3,1,4,3,3,4,2,4,3,4,2,2,1,4,2,3,1,1,1,2,2,3,2,3,2,1,2,2,3,3,2,4,3,3,1,2,1,1,2,3,2,2,2,4,1,3,3,3,1,2,1,1,1,3,2,2,1,1,2,2,2,3,1,2,2,2,3,2,3,2,3,3,4,4,1,1,1,2,2,3,2,2,3,3,2,2,2,2,1,2
272,0,20,3,2,3,3,3,3,2,3,4,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,3,1,2,1,1,2,2,1,2,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,1,1,1,1,1,1,1,1,2,2,1,1,1
